text,label
দেশের সকল ম্যাজিস্ট্রেট ভাইদের দৃষ্টি আকর্ষণ করছি  আপনারা একত্রিত হয়ে এ য়ার পোর্ট ম্যাজিস্ট্রেট দের পাশে দাড়ান । বেয়াদপ গুলোর কঠিন বিচার করেন । এই দেশে অন্যায়ের বিচার করলে  আন্দলনের নামে বিচারকারিকে অপমান করা ফ্যাশন হয়ে গেছে ।,1
নিশাত হোসেন বর্ণা দেখছুইন আমাকে নিয়ে ভালো রিপোর্ট ও আসে। থ্যাংকস Magistrates All Airports of Bangladesh,0
সব ঠিক আছে তাই বলে একজন দালাল এর পক্ষে নিতে হবে ?,0
২ টা বানান ভুল Mamun Mohammad Mamun,1
আমরাও একদিন পারবো,0
সেদিন হয়তো আর বেশি দূরে নয় যেদিন আমাদের বিমানবন্দর হবে হিত্রো এর মত,1
এটা কিন্তু খুবি অসস্তিকর যে বিমান বন্দরে এত চোর আছে:-( Once upon a time আমি ভাবতাম খালি সুন্দরী বিমালবালা আছে বিমান বন্দরে:-),3
যারা অন্যের ধর্মে আঘাত হানে ওরা মানুষ নামের কলংক ,2
ধন্যবাদ এই পুলিশ ভাইকে,0
যে দেশে ৩ বছরের বাচ্চাকে আছড়ে মেরে ফেলা হয় যে দেশে তনুদের সেনানিবাসে গিয়ে লাশ হতে হয় সে দেশের মানুষের ধর্মীয় অনুভূতি তো পরের কথা আদৌ কোন অনুভূতি আছে কিনা সেটা গবেষণার বিষয়।,3
অনেক কিছু বলার ছিল !,2
এক বিদেশী দালাল কে আরেক বিদেশী দালাল সমর্থন করছেবুঝলেন?,2
স্যার আপনারা একে একে যেভাবে সবাইকে পাঠাচ্ছেন তাতে খুব বেশিদিন মনে হয় লাগবে নাকর্মচারীশূন্য এয়ারপোর্ট হতে।😉😉😉😉😉,3
আমাদের কথা বলার মত কোন মানুষ নাই সৃষ্টিকত' আপনাকে ভাল রাখুক ,1
মনে হয় সামনে আমাদের জন্য সুদিন অপেক্ষা করতেছে,0
ওদের কে ধরে ফাসি দেওয়া হোক,2
খাংকির পুত তোরে চোদার টাইম নায়,2
ইমরান ভাই যেকোন সময় গ্রেফতার হতে পারে ,4
আল্লাহ আপনি ওনাকে সমস্ত গুনা হতে মাফ করে দিন ( আমিন) Like ·,1
খুবই আসাধারন কাজ করেছে!! তবে বাংলাদেশের পুলিশ এর কাজের এমন প্রশংসা শুনে বুঝতে পারলাম এ দেশের পুলিশের দ্বারা এমন কাজ খুব একটা বোধয় দেখা যায় না। তারা কি এতটাই খারাপ যে ভাল কাজ খুব কম আশা করা যায়। তাদের এমন কাজের জন্য আমাদের প্রশাংসা করতে হয়!!!,0
খুব ভাল কাজ হয়েছে ভাইয়া ফ্লাই ডুবাই কে জরিমানা করার জন্য,0
বহু বছরের পুরনো স্মৃতি মনে পারছে যখন ছোট বেলা দাদা বাড়ি যেতাম,1
বাংলা বানান ভাউ আপনে দয়া কইরা অন্য যায়গায় যান। প্লিজ বুরিক্ত কইরেন না।।,3
ইমরান ভাই আমিও আপনা সাথে এক মত,0
ইমরান তোমরা যে গাঁজা খাও সেটা বায়বীয়  অভিযোগটা বায়বীয় নয় প্রাথমিক ভাবে প্রমানিত,3
হা হা হা ! চলিতেছে সার্কাস !!!,0
চলুন আমরা সবাই পান্তা ইলিশ বর্জন করি,1
দেশে কোনো শান্তি নাই,1
শালারে পিটা দইরা গানজুটি,2
পর্দা টি কি আগে মনের পর্দাটা পরিষ্কার করোতাহলে সব পরিষ্কার,4
ইমরান এইচ সরকার আবার শফিক রেহমানের ভক্ত হইলেন কেমনে ? যে কিনা যুদ্ধাপরাধীদের কোলে নিয়ে ঘুড়ে  সারা দিন যুদ্ধাপরাধীদের পক্ষে গলা ফাটায় ?,2
একটা যুবক সন্তান মারা গেলে আমরা কি বলি কান্নার কি আছে আর একটা সন্তান নিলেই তো হয় ?,1
সে যদি দুসিহয় আমাদের কারো কিছু বলা ঠীক নয়,1
তাইতো সদা ব্যাস্ত প্রাচীন ধর্মের প্রসারে। মঙ্গোল শোভা যাত্রায় কোন? শিক্ষাটি পাই যা থেকে মঙ্গোল আসবে!যেখানে পুতুলের মাধ্যমে দেবতাকর্তৃক মঙ্গলময় হবে বাংলাদেশ এমন ধারনা পোশনকারীদের উপরি নির্ভর করছে এ দেশের সামগ্রিক কৃষ্টি! অথচ অমঙ্গলকর সব কিছুই যেন গ্রাস করছে  অতীতের যতটুকু মৌলিক অর্জন।,4
আমি সুনে খুসি হলামযে নবর্ষপাল,0
ধন্য বাদ বড় ভাই ইমরান আপনাকে আমার পক্ষ থেকে অনেক অনেক শুবেচছা,0
ধন্যবাদ বাংলাদেশ সমন্ধ্যে ওদের ধারনা কম তাই কাজ হচ্ছে,0
ইয়েচ,0
আরে আজব ! চুরি করবি আর ধরলেই তোমগো হুমকি ধামকি শুরু হয়ে গেসে ? হানিফ জাকারিয়া কি কলিকাতার দাদা নাকি ? আওয়ায টা কেমন লাগে যেন ? এই চোর গুলি কে আগে ভিতর ডুকানো উচিত গতকাল CSO মিসিল করলো আর আজকে এরা চোরের দল ভারি হয়ে যাচ্চে ,3
দালাল ত্রর শেষ নাই দেশে,2
এ থেকে বুঝাযায় 'শাহবাগিরা' সরকারের পা চাটাঁ কুত্তা,2
এই পুতুল দের কাছে তদের বোন কে বিয়ে দিছ নাকি,1
এই প্রথম ইমরানের পোস্টে লাইক কমেন্টস সহ ধন্যবাদ দিলাম,0
আরো আগে এলনা বড় ভাল হত,0
ইংলিশ না ইনডিয়া,2
আপনি কি নিজে এটা মানেন যে এর বিচার হবে ভাইয়া ??? Impossible,4
ভারতে এরকম হাজার হাজার মুস্লিম কসট সয়ে আছে তমরাও থাক কেমন,1
"শিক্কিত আপনে যে ওদের চরিত্র ধরতে পারছেনএতে আপনার স্বশিক্ষা ই প্রকাশ পেল. আপনে ""clearly ahead""...",0
তিব্র নিন্দা জানাই ওসব লোকদের,1
বাল ফেলাইয়া আপনারে খাওয়াবো,2
অপরাধ এর সাথে বয়স মিলানো আদৌ ঠিক কি?,2
যতদিন সাফায়েত রা থাকবেন তত দিন আমাদের স্বপ্ন ও সম্ভাবনার পিদিম জ্বলবেই,0
প্রথমে একজনকে সাসপেক্ট হিসেবে গ্রেফতার এবং জিজ্ঞাসাবাদ করা হয় এখানে বয়সটা বড় বিষয় নয়এখানে বড় বিষয় টা হচ্ছে তিনি অপরাধি কি না?,4
~>খুবই দু্ঃখজনক ! দোষীদের দ্রুত গ্রেফতার ও শাস্তি চাই !,1
হয়রানীকৃত যাত্রী‌দের ম‌ধ্যে জ‌রিমানার টাকা বিতরণ করা উচিত ম‌নে ক‌রি,1
আপনার মত মহৎ সরকারি লোক দেশে বেশি থাকলে দেশ পরিবর্তন হতে বেশি দিন লাগবেনা।salute you,0
সাবাস্এভাবে জাগরণের শুরু হয়ে আইনের শাসন প্রতিষ্ঠিত হবেইনশাহ্ আল্লাহ্আপনাদেরকে ধন্যবাদ।,0
তার আগে পাকির বিদায় দিন,2
FREE FREE FREE FREE FREE১০০% free job ১০০% লিগেল কম্পানি কোন ফি লাগবেনা পার্টাইম জব  সুধু android ফোন থাকলেই হবে কোন টারগেট নাই সোকাল বিকাল জখন টাইম পাবে কাজ করো আর ইনকাম কর পেমেন্ট সাতে সাতে bank ac তে পাবে ১০০০০-৫০০০০+/ একদম সহজ কাজ ইন্টারনেটে এড পোষ্ট whatsapp 9674995657,0
স্যার ছোট টিভিটা কোথায় বড় টিভিতে মন ভরে না,1
আমাদের কে আইন মানতে হবে **এতে যতো বাধা আছে আমারা বাংলাদেশের সচেতন নাগরিক হিসাবে এগুলোকে টোপকিয়ে আইনকে পতিষ্ঠত করবো********এতে করে অপরাধ আর সংগঠিত হবেনা*তাহলে দেশের ভাল হবে*আর দেশের ভাল হলে জাতির ভাল হবে******,2
এই একক্টি কতা আপনার সাথে একমত না হয়ে পারলাম না ভাই,0
এক বছর জেল যা এইবার জেলে বইসা চুরি কইরা খা,2
গতকালের ভদ্র লোকটি কোথায় যিনি অসম্ভব সুন্দর স্টাটাস টি প্রসব করেছিলেন ??,0
হিন্দুদের বুঝা উচিত যে মুর্তি নিজেকে রক্ষা করতে পারে না সে তাদেরকে কেমন করে রক্ষা করবে,4
ইস! গরলের উদগীরণ,1
কোন খারাপ কাজ হলেই মুসলমান আসে তাই না? কিছু কিছু আবালের জন্যই আজ আমাদের এই অবস্থ্যা মুসলমান শব্দটাকে আজ একটা ভীতিকর শব্দে পরিনত করছে,4
ভাল কাজে বাধা আসবে!!!,0
যারা প্রকৃত দোষী তাদের শাস্তি হোক,0
বিনোদনের অজুহাতে নগ্নতার মাতাল নেশায় আচ্ছন্ন তরুণ প্রজন্ম। বাদ নেই আবালবৃদ্ধবনিতাও। আর এর মূলে রয়েছে আকাশ সংস্কৃতির সহজলভ্যতা। বর্তমান বিশ্বে বিজ্ঞানীদের অন্যতম বিস্ময়কর অবদান হচ্ছে আকাশ সংস্কৃতি। এ আকাশ সংস্কৃতির যেমন অবদান রয়েছে তেমনি এর অপকারেরও শেষ নেই। স্যাটেলাইট প্রযুক্তির অপব্যবহারে পুরো পৃথিবী আজ নিমজ্জিত। চিত্তবিনোদনের শিরোনামে লাগামহীন উগ্র আয়োজনের নিকষ অন্ধকারে হারিয়ে যাচ্ছে। এর বিষক্রিয়া থেকে বেঁচে নেই ৫৬ হাজার বর্গমাইলের লাল সবুজের বাংলাদেশও। প্রশ্ন হলো ওরা যদি ওদের বস্তাপচা সংস্কৃতি আমাদের ঘরে ঘরে পৌঁছে দিতে পারে তাহলে আমরা কেন আমাদের শিক্ষা সংস্কৃতি তাদের ঘরে পৌঁছাতে পারি না? আজ সময় হয়েছে ভেবে দেখার।,1
ধন্যবাদ ভাই,0
আমার মনে হয় এইটাও ইমরান এস সরকারের কাম,2
লোকটা মনে হয় গ্রেপ্তার হওয়ার পর বেশি জনপ্রিয় হয়ে গেছে,3
সাবাস ! সাবাস ! চালিয়া যান আমরা আছি আপনাদের সাথে,0
ডিজিটাল দেশে হিন্দুদের কোন বিচার নাই,1
তুই ও কি একটু গাজা আর মাগীর নেশায় গান্জুইট্টা র চামচামি করিস? হা হা হা,0
আমরা নামে মাএ বাংগালী কাজে কর্রমে ইংলিশ,2
ইহা কাপুষ এর কথা ,3
ঔ কুত্তার বাচ্চা তোর ধর্ম কোনটা রে,2
আবু সাঈদ সাহেবের একটা ছবি চাই।একজন ভালো অফিসার হিসাবে উনার নাম সবাই জানুকউনাকে চিনুক।,0
কোর্ট কল করলে রাষ্ট্রপতি ব্যতীত প্রধানমন্ত্রী থেকে শুরু করে যে কোন ব্যাক্তি কোর্টে হাজির হতে বাধ্য থাকা উচিত,3
ধন্যবাদ বাংলা দেশ পুলিশ এবং গণমাধ্যম(ফেসবুক) কে শিশিটির জন্য দোয়া রহিল>>>>,0
আপনার মত দায়িত্ববান মাননীয় ম্যাজিস্ট্রেটেটের দিকেই অসহায় মানুষ গুলো তাকিয়ে থাকে । May Allah bless you ,0
মানব বন্ধন করে কোন লাভ নেই সেনা নিবাস ঘেরাও এর কম' সূচির ডাক দিন!!!,2
Sayed Parvez নাস্তিক ইমরান তোর বাবা লাগেরে তুই হইতাসোছ নাস্তিক ইমরানের পুলা,2
মুসকি মুসকি হাসতে পারেন! :),0
সালাম,0
হাসিনা জিন্দাবাদ ভাই আপনে কোন জেলা...,0
খুব ভাল কাজ জনাব আপনার রুমের টেলিভিশন টা দেখছি পরিবর্তন হইছে,0
দুঃখের বিশয় গাই মাতা আছে একটাও লেংটা বাবা নাই,1
বিভিন্ন মিডিয়া বিভিন্ন ভাবে সরকারকে হেয়কারি বুদ্ধিজিবিদের পালন-পোষন করে আসছেশফিক রেহমান তাদের মধ্যে একজন বটে,1
খালি চোর না  এরা রেজিস্টার কৃত মহা চোর ,2
jihad bhuiyan পাকিস্হানে চলে যা,4
ভাই কাজের/দায়িত্ববোধের মাধ্যমেই আপনাদের কে ভাই বলি আপনাদের চিনি- আলহামদুলিল্লাহ। আপনারা এগিয়ে যান। (y),0
ভাই আপনি কি মুস্লিম? মনেই হলো না আপ্নের মত মানুশের জন্য ই আজ ঈস্লামকে সব দেশ হেয় চোখে দেখছে,1
কেন থাকবেনা অবশ্যই আছে কিন্তু এটা মন্দিরের ছবি?,2
হায় নাসতিক ইমরান তোর বিচার আললাহ করবে ইসলামের দুসমন,2
পুলিশ ও পারে এইটা তার উদাহরন TNX,0
আর একজনের সাথে মারা দিতে গিয়া নিজের সামিকেমারছে? এখন বুজবেদোয়া করতে মানা নেইতাই দোয়া করিআল্লাহ পাকমাফ করে দেন ,1
বিদ্যা ও ধর্মীয় জ্ঞান না থাকায় আজকে দেশের এ অবস্তা,4
ভাগ্য ভালো এই শফিউর রহমান আদর্শগত ভাবে মুসলিম নয় তাহলে তাঁরও রিমান্ড চাওয়ার জন্য শাবাগে ভিক্ষব হত। আর এই ভিক্ষবের নেতৃত্ব দিত ইমরান সরকার# Dr. Shah Imran Khan,3
এতদিন মতের সাথে মতে মিল হল। ধন্যবাদ এমরান,0
ভাই আপনার মতো চুদিরবাই জগতে দুইটা নাই...,2
ওদেরফাঁসিচাইসরকারবিচারকরোদয়াকরে,1
বাঘের বাচ্ছা,0
তারাতারি আসামী গ্রেফতার করে রাজপথে ফাঁসী দেওয়া হোক,2
খড়কুটোকে আকড়ে ধরতাছে সরকার,4
আগে দেখতে হবে সাইদী সাহেব ধোন কাটাইছে কিনা,2
এসব করা টিক না কেননা আল্লাহ কোরআনের মধ্য এগুলো পালন করার জন্য আমাদেরকে বলেন নাই তাই তো এই সব কোসংকার আমরা বর্জন করি আর যদি কিছু না করতে পারি সমর্থন না করে অন্ত ঘৃনা করি,4
কেউ কিছু করবেনা দেশে বিচার নেই,1
কাজটা মোটেও ভাল করেনি,1
অসাধারনএও ভালবাসার মানি বোজেমানুষরা বোজেনা,1
হায় রে মা জননি কেমন মা তুমি বাচ্চাটা কে নিয়ে পহেলা বৈশাখ পালন করতে ঘুরতে বেরিয়ে গেছ আবার ছেলেটা কে হারিয়েও গিয়ে ছিল তুমার কপাল ভাল আল্লাহর অশেষ রহমতে পুলিশ এর উছিলায় বাচ্চাটা খোজে পেয়ে গেছ এখনও সময় আছে সময় থাকতে সাবধান হয়ে যাও,1
স্যার চোরের দল শক্তিশালী । তাদেরকে একটা একটা করে সাজা দিয়ে ধীরে ধীরে এদের শক্তি দূর্বল করে দিতে হবে । আপনার এ উদ্যোগ শুধু দেশে নয় বহির্বিশ্বে সকল বাংলাদেশীর কাছে সমাদৃত হচ্ছে । এগিয়ে যান জয় সত্যের হবেই হবে ।,1
ভাই আমারেও সেইদিন একজন বন্দুক দিয়ে হত্যা করতে চাইছে। কি করমু?,4
আমি তো তা বলিনি   মূর্তি পুজা থেকে সরে আসার আহবান এবং আল্লাহ ও তাঁর রাসুল ()সাঃ এর মনোনিত ধর্মের প্রতি আহবান করাই আমাদের দায়িত্ব যেমনটা নবী করিম (সাঃ) করেছেন ,1
এক চোর যাবে আবার নতুন চোর আসবে এরকম যেন না হয়। আমরা চাই একটাও চোর যেন না থাকুক। আমার যারা বিদেশে থাকি তারা দেশে যাবার সময় ভাবি এত কস্ট করে বউ বাচ্চার জন্য যা কিনলাম তা বিমান বন্দর দিয়ে নিতে পারবোতো। একটা কথা ঐ চোরদের ধরে ধরে বিদেশে পাঠায়ে দিন ওরা দেখুক এখানে কত কস্ট করে টাকা কামাই করতে হয়।,3
টিভি বদলাইয়া গেছে,0
আপনার লাগলে আপনি মুিওগুলা নীজহাতে বানিয়েদিন ইমরান সাহেব,3
একদম ঠিক কথা  এই স্যার কে ধরে নিজেরাই লজ্জাজনক কাজে নাম লিখল ,1
এমরান সরকার আপনার কাছে কি উনি সাধু বাবা? সফিক রেহেমান তার দীঘ জীবনে অনেক খারাপের সাথে জরিত ভালো করে জাসটিফাই করে দেখেন তখন দেখবেন কি বেরিয়ে আসে,4
খারাপ লোক না হলে এমন করে??,1
এবার আস্তে আস্তে বন্দরেরে রুই কাতলা পাঙ্গাস হাঙ্গর  তিমি  ডাইনোসার ধরার চেষ্টা করেন। ইনশাআল্লাহ আপনারা পারবেন।,0
#বাংলা বানান ঠিক করে লিখুন# মশাই বানান তিনটা ভুল ছিল। ভুল সঠিকভাবে ধরতে না পারলে না ধরাটাই উত্তম না ???,1
জরিমানা ও শাস্তির পরিমান টা বাড়িয়ে দিলে আরও ভাল হত না হয় এই ধরনের অপকর্ম করার সাহস পেত না ধন্যবাদ magistrates all airport of Bangladesh,0
আপনারা এত চোর ধরেন তবুও কেন তাদের দমন করতে পারতেছেন না?? কলম চুরি করুক অথবা বিমান চুরি করুক কঠোর শাস্তি দেন ইনশাল্লাহ সব সোজা হয়ে যাবে,2
ভাই সাধারণ যাত্রি দের আপনাদের সাথে যোগাযগের জন্য কি উদ্দগ নিয়েছেন? প্রচুর প্রচার দরকার,0
দেশ আজ পবিত্র হওয়ার উদ্দেশ্যা গঙ্গার জলে স্লান করতে গিয়ে ডুবিয়া ডুবিয়া মরিতেছে,1
আমি অবাক হই আপনাদের এত তৎপরতার পরও এরা কিভাবে এসব করার সাহস পায়! এত মানুষ আপনাদের কথা জানে আর এরা জানে না?,3
কারন কি জানতে পারিনি স্যার,1
তনু ইস্যু শেষ?? এবার নতুন কিছু আছে? নইলে তো ভাতে মরতে হবে,1
আমাদের বাংলাদেশ cricket টিম নিয়ে ভারতের আনেক কথা বলে সালা ভারত,2
সাব্বাস ক্যারি অন! :),0
সে জাহান্নাম এ যাবে না,3
১০০০০% সত্য,0
ইদানিং আপনার সম্পূর্ণ কথার সাথে আমি একমত কিন্তু এখন দেখি কিছু কুকুর আপনার পিছু লেগেছ  ! go ahead,3
যারা এই কাজে জরিত এই নরপশুদের মাথা এভাবে কাটা দরকার,2
বন্ধুরা একটু আগে আমি ৫০০ টাকা রিচার্জ পেলাম। ইয়াহু... আমি ইনকাম করতে পেরেছি। খুব সহজে মাত্র ১০ মিনিটের এর মধ্যে । প্রথমে আমি নিজেও বিশ্বাস করিনি কিন্তু আমি যখন ফ্লেক্সিলোড পেয়েছি তখনই আমার বিশ্বাস হয়েছে । এই মাত্র আমি ৫০০ টাকা রিচার্জ পেলাম তাই বন্ধুদের শেয়ার করছি। আপনি নিজেই দেখুন এই লিংকে যান → http://CASHBKASH.WAPKA.MOBI,0
Drimran H sarkarমনে হয় জঙ্গি কে এখন ভয় পাছেন। আগে এটা তদন্তকারীকে তদন্ত করতে দিন।,1
অসাধারণ রিপ্লাই,0
না দেওয়াটাই ভাল ছিল এবং সাথে ট্যাক্সি স্টান্ডটা আর ও একটু শৃঙ্খল করলে ভাল হত,1
এক কথায় অসাধারণ যুক্তি,0
এহেম এহেম তো আপনি চান মানুষ বেশী বেশী ধার্মিক হোক?ভাল ভাল খুব ভাল!,0
এটা অন্যায় হইছে,1
স্যালুট বস,0
যে আম্পায়ার রা তাসকিনের আরাপাত সানির বলিং নিয়ে সংশয় জানিয়েছে অবস্যই সে আম্পায়ারদের আম্পায়ারিং সঠিক কিনা তযন্ত করা উচিতহয়তো তারা কারো কাছ থেকে ঘোষ খেয়ে এই কাজ করেছে কিনা সেইটা ও চেক করা উচিত,4
এই পেজে আসলে আমার মন ভাল হঅঅইয়া যায় :),0
