text,label
মুহাম্মদ নামক একজন সিরিয়ান ভাই বলতেছেন চোখের ছেলে হামজা ভাইয়ের ছেলে কাতাদা বোনের ছেলে ওমর মুয়াজ হত্যা,1
ওবাইদুল কাদেরজাহিদ মালেক করোনার চেয়ে আওয়ামীলীগ শক্তিশালীকরোনাভাইরাস কোভিড১৯ মোকাবেলা প্রস্তুত তারাআর বাস্তব হাসপাতাল পর্যাপ্ত সরঞ্জাম নাইএদের জনগন গণপিটুনি না🤬🤬🤬,2
শিয়াল কুকুরের বাচ্চা রা করলো সামান্য জিনিস,3
গতবছরের ৩১ ডিসেম্বর শহরে নিউমোনিয়ার রোগ ছড়াতে চীনের কর্তৃপক্ষ বিশ্বস্বাস্থ্য সংস্থাকে সতর্ক,4
ফাউল নাটক নাটক শিক্ষা পাবে মানুষ বাস্তবতার সাথেও মিল আজাইরা কাহিনী নাটক লম্বা,3
পেয়ে হারানোর ব্যাথা পায়,1
স্ত্রীর ফোন রিসিভ শোনেন তোমাকে এখুনি বাড়ি আসতে এখুনি ভদ্রলোক বাড়ালেন বুঝলেন সমস্যা হয়েছে বাড়ির,4
হৃদয়ে থাকো একদিন ভালবাসবে,1
এইদিকে পরিবারের লোকজন চটে মেয়েটার,2
হোগায় ক্যাঞ্চার পড়েছে এমনিতে,2
শালী দেশের ক্ষতিকর ফাসি চাই রিমান্ড দশ টাকা যৌনো লুপ্ত মেয়ে দিয়ে পাপিয়া মৃত্যু দন্ড দেশেবাসি চায় একজন মেয়ে হয়ে কম কান্ডে জড়িত পাপিয়ার ফাসি চাইদানব মাগীদুনিয়ায় বহিষ্কার করিতার ফাঁসি চাই,2
কর সুখের আশা ভালোবেসো ভালবাসা অতি কষ্ট জিবন নষ্টভালবাসার শেষ ফল ব্যাথা চোখে জল হায়রে ভালবাসা,1
মেয়েটার ব্যবহারে বোঝা যায় কতোটা নিচু বেপরোয়া মেয়েদের মা জাতী লজ্জিত,3
আমদানি করবো কেনঅন্য দেশ আমদানি পাছেনা কেনদেশের কৃষক ন্যায্য মূল্য পাচ্ছেনাতারা উৎপাদন কিভাবেভারত পেঁয়াজ বন্ধ দেখালো বাংলাদেশকে যেকোনো সময় বিপদে ফেলবে,3
ইতের হালার পুয়ালা লই রাগ গইজ্জে দে,1
রিপোর্টার ভাই গাজা ঠিকানা জানেন উনাকে যাওয়ার ব্যবস্থা দিলেই,3
দীর্ঘ প্রতিক্ষার জুন ২০২০ বাংলাদেশ ওয়াশিংটন একর্ডের পূর্ণ স্বাক্ষরকারীর মর্যাদা জুন২০ প্রকৌশলীদের degree assessment দেশের দ্বারস্থ ঢাকার আইইবিতেই ওয়াশিংটন একর্ডে স্বাক্ষরকারী অস্ট্রেলিয়া ইংল্যান্ড আমেরিকার মত দেশগুলো আইইবির assessment গ্রহন বাধ্য অর্জন হাজারো বাংলাদেশী প্রকৌশলীদের উচ্চশিক্ষা অভিবাসন স্বপ্ন পূরণের দুয়ার খুলে দেবেউল্লেখ্য আইইবি অস্ট্রেলিয়া চ্যাপ্টারের নেতৃত্ব ঐকান্তিক প্রচেষ্টার সম্ভব হয়েছে সাথে কেন্দ্রীয় আইইবি প্রধান প্রকৌশলী সবুরের অকুন্ঠ সহযোগীতাতো অভিনন্দন সবাইকে,0
পানি বেশিদূর গড়ায় অলিম্পিয়াস একজন শিষ্যকে ঘুষ দিয়ে বিয়ের অনুষ্ঠানেই স্বামীকে খুন অন্যদিকে সতীন ক্লিওপেট্রাকেও মেরে ফেললেন বিষ খাইয়ে,1
সম্পর্ক ভেঙে যাবার মানুষ অপেক্ষাকৃত অধিক ম্যাচিউর হয়সে সম্পর্ক কস্মিনকালেও সিরিয়াস সম্পর্ক,2
জানি প্রচন্ড ভালো লাগছে 😍 আন্টির কলিজা টা খুশি হইছে আনন্দ হচ্ছেআপু মায়ের দোয়ায় ভালো থাকবা আল্লাহ সারাজীবন ❤,0
চোখ ধাঁধানো আকর্ষণীয়তায় মোহ ক্ষনিকের চিরস্থায়ী যতই সুন্দরী রূপবতী গুনবতী শিক্ষিত হও দাম সমাজের চোখে পুরুষের,3
বাড়িতে পরীক্ষার প্রস্তুতি ঠিকমতো হচ্ছিল ছুটি শেষ হওয়ার রোববার বুয়েটে এসেছিলেন রাতেই নৃশংসভাবে জীবন হারাতে ভাবতেও গতকাল ঢাকা মেডিকেল কলেজের মর্গে,1
ভিন্ন ধরনের সন্ত্রাসী হামলা উদ্বেগের সৃষ্টি সারা বিশ্বে বন্দুকধারী কর্তৃক জনসম্মুখে বিদ্যালয়ে অতর্কিত হামলা পরিসংখ্যান শুধুমাত্র মার্কিন যুক্তরাষ্ট্রেই গত এক দশকে ঘটনা ঘটেছে বহুবার,4
সত্যি একজন ভালো মানুষ,0
ছবিটা দেখি ভাবি হায়রে দেশের মানুষ৷ ভাইরাস আক্রান্ত হয়ে মারা শুনলে মানুষের ঢল নামবে৷ রাস্তায় পড়ে সাহসী টেলিভিশন রিপোর্টার ক্যামেরাম্যান হামাগুড়ি দিয়ে লাশের লাইভ দেখাবে৷ লাশের সাথে কিউট জনগণ মিডিয়া অথরিটি৷,2
দেশের নামমাত্র নামীদামি মানুষেরা বিদেশে যেয়ে চিকিৎসা আমরাকি মানুষ সরকার দেশে চিকিৎসা ব‍্যবস্থার উন্নতি ঘটাবেন উফফফফ বলেযে নিজেকে সান্ত্বনা দেই,3
হিংসা ঘৃণাকে দূরে সাম্প্রদায়িক সম্প্রীতির বাড়িয়ে আহ্বান জানান তারকারা,0
অপুর্ব চিন্তা চেতনা জেগে পর্ন ছেলেটাও বোরকা দেয় রাস্তায় দাড়িয়ে মেয়েদের টিজ ছেলেটা ভদ্র মেয়ের আশায়,3
ভালোবাসাযুক্ত ভালোবাসা নিবেন ভাই এক্সাম দিয়ে মন খারাপ ভিডিও অনেকটা খুশি হয়ে গেলাম ধন্যবাদ রাকিব ভাই 😍😍,0
চট্রগ্রামবাসী‌কে ঢাকা বি‌রোধী ক‌ঠিন আন্দোলন গ‌ড়ে তুলুন বাংলা‌দে‌শের রাজধানী অন্যত্র স‌রি‌য়ে‌ হোক ঢাকা‌কে বয়কট করুণ,2
কাবার মালিকতুমি ভারতের সকল মুসলমানদেরকে হেফাজত করোআমিন,0
কল্পনায় ভাসি ভালোবাসো সুখের মাঝে হারাই ভালোবাসো সকাল শুভ ভালোবাসো তাইতো তোমায় জানাই শুভ সকাল,0
বিদেশে অর্থ পাচারে ১২৮টি লেনদেনের ঘটনা শনাক্ত হয়েছে ২৮টি ঘটনায় মামলার হয়েছে তদন্ত কার্যক্রম লেনদেনের ঘটনার নজরদারি সরকারের সংস্থা প্রমাণ সাপেক্ষে এসব লেনদেনের ঘটনা পরবর্তী আইন ব্যবস্থা,3
শেষ দম বন্ধ হয়ে যাওয়ার সময় পানিতে কষ্ট পাচ্ছিলি ভয় লাগছিল তোর এগুলা ভেবে ইনতি চিতকার কাদতাম,1
সারাজীবন মিষ্টি গল্প শুনেই সন্তুষ্ট দুর অন্যের ভালোবাসা ছাড়া জীবনে ভালোবাসা আসে কপালে সুখ লেখা ছাত্রজীবন জানতাম ভালোবাসা নামের কাঙ্খিত অনুভূতি আজীবন অধরাই দিয়ে টাকা আয়ের মনোযোগ দিতাম হয়তো টাকা দিয়ে ভালো হোক অনন্ত ভালোবাসা রাখতে পারতাম,1
কষ্ট চেপে একলা থাকি কান্নার নোনাজল মাখি লাভ বৃথা কষ্ট চেপেআয় তুই,1
গ্যালারির দর্শকদের সমর্থিত উল্লাসে পারভেজ ইমন শত ব্যাথা জয়ের নেশায় নিজেকে উৎসর্গ দিয়ে জয় ছিনিয়ে এনেছে পারভেজ ইমনের ভালোবাসা বাংলার ক্রিকেট প্রেমিরা ভুলবে,0
সমাজবিজ্ঞানী সুশীল সমাজ আন্ডারে পেশাগুলা মানুষের কাজসেখানে দেয়ার সাহসটা আসেনা,3
জলমগ্ন এলাকায় পাইপ যন্ত্র যাচ্ছিল খোঁজাখুঁজির একপর্যায়ে টিলার ঢালের ঝোপঝাড়ের পাওয়া যায় সদ্য খোঁড়া মাটি মাটি খুঁড়তেই লুকিয়ে হয়েছে পাথর উত্তোলনের অবৈধ যন্ত্র বোমা মেশিন,3
সরাসরি বলিদান হয়ে যাবি ছেলে ক্যাম্পাসে আসলে সমস্যা দায় দায়িত্ব নিবেপ্রশাসনের উছিত মারমা সন্রসীকে গ্রেপাতার,3
মাহতিম ভাই সময়ের একজন তরুন শিল্পী কন্ঠে দরদ মধু প্রচুর শুভকামনা রইল 👍👍,0
আস্তে আস্তে উফফ মায়ের বকতেছো দেখি মেয়েটা আইলসা হইছে,3
গল্পের গরু আকাশে চড়িয়ে হিংসাত্মক দৃশ্য দেখালেই মানসম্মত হরর হয়ে যায় এসব দর্শক উল্টো বিরক্ত,3
তোর ইন্তির পড়ার টেবিল ঘুমানোর বিছানা গান গাওয়া বিকাল গুলা ফাকা হয়ে,1
বছর আর্টিজান বেকারিতে জঙ্গি হামলা নৃশংস হত্যাযজ্ঞের ঘটনায় মামলার রায় বিচার হওয়ার এক বছরের মাথায় আলোচিত মামলার রায় ঘোষণা ঢাকার সন্ত্রাসবিরোধী ট্রাইব্যুনাল,0
শিশুটি হয়ত দশদিন বাঁচবে শেষটা ক্রিকেটের সাথেইপাঁচ বছরের ছোট্ট শিশু স্ল্যাটার ওয়াকার যেকোনো পৃথিবীর মায়া ত্যাগ চিরতরে ক্যান্সার আক্রান্ত শিশুটি,1
ত্রয়ী খেতে বসলাম মহিলাটি খেতে দিচ্ছে মহিলাই নিম্নে বছরের বড় বউ যত্তসব,3
মাতাল হাওয়া মাতিয়ে দিয়ে বাংলার সকল প্রাণে ছুঁয়ে দিয়ে আনন্দের পরশ বৈশাখের আগমনে,0
শালার কয় অগোর সবগুলার গলায় শেকল লাগাইয়া বেইচা দেই ওয়ালার টাকা দিয়া পেঁয়াজ কিনুম,2
দেশের ডাক্তাররা শর্ত ধরনের যৌক্তিকতা মানবিকতাএই যুদ্ধ ডাক্তারদেরসবার ক্ষমতা থাকতো যুদ্ধে লরার থাকতো ১৯৭১ সালের মত,3
জাতীয় অধ্যাপক ড আনিসুজ্জামান প্রতিবন্ধী সমাজের দায়িত্ব দায়িত্ব সম্পর্কে সচেতন নই সচেতন কল্যাণে প্রতিষ্ঠান সংগঠন গড়ে উঠত,1
জিম্বাবুয়ে আফগানওমানহংকং সাথে জেতার সাথে হারলে খুশি হই এখন😐কারণ টিম ডিজার্ভ,3
তাড়না কলম নিয়েছেন বাংলা কিংবদন্তি মাকসুদুল হক মাকসুদের লেখা হিস্ট্রি অব বাংলাদেশ রক দ্য লিগেসি অব আজম খান,0
তাহসান ভাই বালাম ভাইয়া অস্তির গান গুলো,0
বইয়ের নাম দেখেই চোখ কপালে ওঠে গতবার দেখলাম বইেয়র নাম দুধ চা খেয়ে তোকে দিবো ভাল্লাগেনা বান্ধbi আহ নাম পাঠককে আকৃষ্টও বটে কোমলমতি উঠতি পাঠক গণমাধ্যমে দ্যাখে ভাইয়েরা দাঁত পণ্ডিত বিদ্যাসাগরের উপদেশ বিলোন লেখক হয়ে নিকৃষ্ট তথাকথিত কথাসাহিত্য তৈরি লাইনে দাঁড়িয়ে মহা ঔষধ খাইলেই সমস্যা সমাধান,1
কইও কইও ভ্রমর কৃষ্ণরে বুঝাইয়ামুই মইরা যাইমু কৃষ্ণহারা রেভ্রমর কইও গিয়া,1
খাবার খাওয়ার কয়েকবার ডেকেছি শোনেনি নিচে আসি একটু দেখি রুমে আসে হঠাৎ দানব হয়ে যায় মারতে আসে নিজেকে ছোটানোর আপ্রাণ,4
ভাইয়া সাথে রাগ ভিডিও দেখবনা বিয়েতে যাওয়ার ইচ্ছা পারিনাই ফেসবুকে একটু লাইভেও আসেন,1
ঘটনা যাই ঘটুক রানাকে ধিক্কার ঘৃন্না ভাষাও কুলাঙ্গার সন্তানদের সুখশান্তি কোনকিছু,3
পিইসি ইবতেদায়ী শিক্ষা সমাপনী পরীক্ষার নির্দেশনার শিশুশিক্ষার্থীদের বহিষ্কারসংক্রান্ত বিধানটি বাতিল হয়েছে,0
পুলিশ দিলেই বিচার দিসে জানোয়ার বাচ্চাদের দিয়া বাচাইছেন ছেলেটাকে,3
একজন মানুষ ভয় হ্যাঁ ভয় একটু একটু করতেছে,4
২০১৫ সালের মার্চ সংঘাতে জর্জর হয়ে ইয়েমেন সময় হুতি বিদ্রোহীরা দেশটির পশ্চিমাঞ্চলের নিয়ন্ত্রণ প্রেসিডেন্ট হাদিকে বিদেশে পালিয়ে বাধ্য বিশ্লেষকদের ইয়েমেনে গৃহযুদ্ধের আড়ালে সৌদি আরবসহ সুন্নি দেশগুলোর ছায়াযুদ্ধ শিয়া মতাবলম্বী ইরানের,4
বুঝিনা নাটক সম্পর্কিত comment দিয়ে আজাইরা প্যাচাল পাড়ে,3
দিনেশ কার্তিক ক্যাচটা সাকিব ক্ষণ অসহায়ের তাকিয়ে বিশ্বকাপে ইনিংসে ষষ্ঠবারের ৫০ পেরিয়েছেন দলের ভীষণ প্রয়োজন তৃতীয় সেঞ্চুরির টেনে ইনিংসটা,1
বিরহ মধুর মিলন ক্ষণিক,1
অফিস বাড়ি ফেরেন ছোট ছোট রাগ ফ্রাস্টেশন ওয়াইফ পরিবারের সদস্যদের উপড়ে ফেলেন,2
জানি কাকা আঁচলে চোখ মুছে নিগার মুহূর্তে বৃদ্ধ জ্যোতিষীর মুখটা ঝাপসা দেখাচ্ছে,1
অন্তঃসত্ত্বা অসুস্থ স্ত্রীকে গাড়িতে হাসপাতালে যাচ্ছিলেন অবরোধের দীর্ঘ সময় যানজটে আটকে থাকায় বিরক্ত হয়ে শিক্ষার্থীদের গাড়িটি ছেড়ে অনুরোধ ছাড়ে,3
হাশরের সবাই কাঁদবে হযরত মুহাম্মাদ সা কাঁদবেন উম্মতের,1
বাংলাদেশের মহান মুক্তিযুদ্ধে অবিস্মরণীয় অবদানের মুক্তিযুদ্ধের সংগঠক লেখকসহ ৬০ মুক্তিযোদ্ধাকে সম্মাননা দিয়েছে রাজধানীর এভেরোজ ইন্টারন্যাশনাল স্কুল কর্তৃপক্ষ,0
রাজধানীর জুরাইন শ্যামপুর ধোলাইপাড় দনিয়াসহ আশপাশ এলাকায় খাবার তীব্র সংকট ওয়াসার পানিতে দুর্গন্ধ রং কালচে কল ছাড়লেই দুর্গন্ধসহ ফেনায় ভরে ওঠে পাত্র,3
নৈতিকতার ধ্বংস হয়ে জাতিগতভাবে নিকৃষ্ট কাকে দোষ দিবে ব্যবসায়ীদের দোষারোপ রাজনীতিবিদ আমলা সরকারী অফিস ডাক্তার ইঞ্জিনিয়ার আইনজীবী সাংবাদিক শিক্ষক পরিবহন শ্রমিক প্রাইভেট ড্রাইভার সিএনজিরিকশা ড্রাইভার দারোয়ান লোক শ্রেণীপেশার মানুষের অধিকাংশের সার্ভিসে খুশি কোথায় একটু স্বস্তি পাবেন স্বস্তি ব্যাপার ব্যবসায়ীরা আপনাকে বাঁচতেই দিবে,2
বাইজু রবীন্দ্রন বয়স ৩৭ শিক্ষকতা ৩৭ বছরেই বিলিয়ানেয়রের তকমা পেয়েছেন পড়ানোর পদ্ধতি অন্যরকম মজার ছলে পড়াতে পছন্দ তাতেই হিট ভারতের আজিকোটের প্রাইভেট শিক্ষক বাইজু রবীন্দ্রন তৈরি এডুকেশনাল অ্যাপ মূল্য ৬০০ টাকা,0
খুশি হ্যাপি আজকে জিতসি,0
কাওয়া লীগের চোরদের আসল চিত্র স্বাস্থ্যমন্ত্রী শুয়োরের বাচ্চা ডাইনি হাঁসু আপা এতদিন করোনা মোকাবেলায়‌ প্রস্তুত আসল সরকারের কপাল খুলে ডাল চুরিতে প্রস্তুত,2
কয়েকদিন বাড়িটা সামান্য মাঝে মাঝে ঘটনা গায়ে কাটা উঠে,4
ব্যপারটা হইলমানুষ চোখ থাকিতেও অন্ধ টাইপের হয়ে গেছেপত্রিকার পাতা অনলাইন পোর্টালেপ্রতিদিন কতগুলা মৃত্যুর খবর দেখি সড়ক দুর্ঘটনায়আমরা অভ্যস্ত হয়ে গেছিচোখ সয়ে,3
আপনাকে চক বাজারের পুরানা সেন্ডেল গুলো দিয়ে ইচ্ছামতো বাইরাইলে মিঃ ফাহমি,3
ভাই মজা মজাই বুঝলে দেইখেন জোড় করতেসে,3
গানের রাজা প্রতিযোগিতার আসরে চ্যাম্পিয়ন শফিকুল ইসলাম হয়েছিল সময় সামাজিক যোগাযোগমাধ্যমে মন্তব্য চ্যাম্পিয়ন পারলেও শফিকুল ইসলামের মৌলিক গান ঘেন্না সাড়া ফেলেছে ইউটিউবে গানটির ভিডিও প্রকাশের ৩৬ ঘণ্টার মাথায় ১১ লাখ ৫৮ হাজারবার হয়েছে,0
দেশের শীর্ষ পণ্যের পাট পাটজাত পণ্যের বিগত অর্থবছরটি দুঃস্বপ্নের কেটেছে বছরে সামগ্রিকভাবে পণ্য রপ্তানিতে সাড়ে ১০ শতাংশ প্রবৃদ্ধি পাট পাটজাত পণ্যের কমেছিল ২০ শতাংশের,1
সময়ে ধর্ষিত ভয়,4
নিভে প্রদীপ জ্বালাতে ভুলে স্বপ্ন দেখাতে হৃদয়ের গোপন শুনতে ভেঙ্গে জীবন গড়তে,1
ইটালিতে গতকাল করোনায় মারা ৯৬৯ অ্যামেরিকায় ৪০১ স্পেনে মারা ৮৩২,1
লজ্জা তোদের আইসা মানুষের আস্থা হারাইছিস তোদের বন্ধুবান্ধব ভরসা কথাও শেয়ার ভেবে আরো মশলা মেরে শেয়ার কতটা খারাপ জানিস,2
অটোস্কলেরোসিসের চিকিৎসা ওষুধ আবিষ্কৃত হয়নি দিয়ে রোগ পুরোপুরিভাবে আরোগ্য লাভ যায় অল্প কয়েকটি ওষুধ যেগুলো রোগ বাড়ে কানেই যায়,4
নগরের এলাকার মানুষ মশার যন্ত্রণায় অতিষ্ঠ মোহাম্মদপুর মিরপুর উত্তরা মহাখালী গুলশান বাড্ডা রামপুরা এলাকায় মশার উপদ্রব জানিয়েছেন এসব এলাকার বাসিন্দারা,3
একজন রাজনিতি কর্মি পোষ্ট এইরকম সাধারন পোষ্ট হওয়া উঠিৎ বন্ধু,3
খোলা চোখে হাজারো মানুষ দেখলে বন্ধ চোখের দাঁড়িয়ে নাম ভালোবাসা,1
সুন্দর বাংলা গান টিকে বিকৃত দিয়েছে গান টিকে বয়কট,3
তাহসান ভাই আসলেই একজন ভদ্রলোক নাটক সময় কুল অসাধারন অভিনয় করেনঅনেক সুন্দর হইছে ভাইয়া,0
কোলে বাচ্চা বাচ্চা কোলে মাইলের মাইল হাঁটতেছে দৃশ্য চোখের পানি,1
সরকারী হাসপাতালের ডাক্তারগণ শুধুমাএ চাকরীটা কোনমতে ঠিকিয়ে রাখার চেম্বারে হাসপাতালে কুকুরের মত ডাক্তারই চেম্বারে ভদ্র,3
যেয়েই মরেএদের হয়নাপরিবার গুলা শেষ,2
বিরক্তি ক্লান্তি কিছুটা ভয়ে পরিণত অচেনা রাস্তা ঘন জঙ্গল তাছাড়া গাড়ির ধীরগতি মিলিয়ে ভয় পাওয়াটা অস্বাভাবিক,4
তোকে বিশ্বাস ফেলেছিলাম বড় অপরাধ অপরাধের শাস্তি কল্পনাও নিতবু চাই সুখে,1
জীবনে সুখী নই সুখের সন্ধান অন্যকে দেহকে কষ্ট দিয়ে থাকি সুখ অর্জন,1
সাইয়েমা হাসান বগুড়ার মেয়ে সাইয়েমার পুরো পরিবার বিএনপিপন্থি ঢাকা বিশ্ববিদ্যালয়ের সাবেক শিক্ষার্থী তম বিসিএস ক্যাডার রগচটা সাম্প্রদায়িক ব্যাচের সবাই চেনে,3
বোরকা পড়লেই চলতোবোরকার অপমান প্রয়োজনছি,3
বাড়িতে থাকার মত একা ভয় রাতের ভয়,4
ভাই মেধাহীনতা মূল্যবোধহীনতা এক যায় দেশের মুখ উজ্জল যায় অন্যকিছুর,3
চট্রগ্রামের মানুষ কুত্তায় পরিণত হয়ে গেছেযারা এসব জড়িত দোয়া রইল আল্লাহ করোনা রাখেনতাদেরকে জুতা দিয়ে কয়েকটা পারতাম,2
সর্দি কাশিতে মৃত্যু লকডাউন নাস্তিক লীগের ভন্ডামি মানুষ বোঝে নাস্তিক লীগ ব্যর্থতা চায় করোনায় মৃত্যুর সংখ্যা লুকাতে চায়,3
কোথাও মারবে মরবে এইরকম পড়ে সবাই ভুলে বিচার সোনার বাংলায়,1
দীর্ঘদিন বিশ্বে পোশাক রপ্তানিতে দ্বিতীয় অবস্থানে বাংলাদেশ মুকুট শঙ্কা তৈরি হয়েছে বাংলাদেশের ঘাড়ে ভিয়েতনাম নিশ্বাস ফেলতে যেকোনো সময়ে দেশটি বাংলাদেশকে ছাড়িয়ে,4
তুই ছাত্রলীগ তুই জানিস সালাম ডান হাতদিয়ে বাংলাদেশের লোক ইন্ডিয়ান দালাল বাংলাদেশের লোক কয়,3
বিয়ে নিবো কিছুদিন দুঃখ বিলাস এক সময় ভুলে,1
চেতনা বোদ্ধারা দেখতেন বেধে রাখার ভিডিও আপলোড দাড়িয়ে দাড়িয়ে ভিডিও বাচ্চাটাকে ছাড়াতে পাড়েন আপনাকে বেধে মারা দরকার,3
বাংলাদেশের কল্লা মন্ত্রিদের জনগন ভোগবেকোন যথা সময়ে সিদ্ধান্ত পারেনাউল্টাপাল্টা যতসব,3
পড়তে ভালো লেগেছে দ্রষ্টব্য দরকারি তথ্য মন্তব্যে আরিফ আরো ভাল লাগবে,0
ভাই ভিডিও সময় টেনে মুন দিয়ে দেখি ভিডিওটা টুকু পারলাম ধরজ পারিনি রাগ উঠে যাচ্ছিল,2
কথনও পরাজিত নি পরাজিত হলাম সত্যি সত্যি ভালবেসে,1
কুমিল্লাতে আলাদা মজা আপুর গায়ে হলুদের অনুষ্ঠান উনারা উপভোগ মুহূর্ত ছবি আজকের এ্যালবাম,0
তারাই উদাসীন চেচিয়ে দেশ হতাশ,3
চট্টগ্রামের প্রতিষ্ঠান সিটি কর্পোরেশন অন্যটি চট্টগ্রাম উন্নয়ন কর্পোরেশন খানকির পোলারা,2
